event_id,user_id,session_id,event_type,product_id,product_name,category,price,timestamp,device,country,revenue,quantity
9ea843d2-bfd6-4699-bfe9-9cd98563e69d,user_0069,69fb3395,page_view,prod_0018,Vision-oriented even-keeled core,Clothing,487.44,2025-11-03T14:33:38.616477,desktop,CA,,
e41e7d6b-b061-404f-9bfa-2160d6c83b85,user_0039,f94342d8,page_view,prod_0038,Extended fresh-thinking focus group,Home,452.93,2025-11-27T14:32:25.616477,mobile,DE,,
93f3fe5d-e615-4590-a735-35722b43d426,user_0007,61f206fd,add_to_cart,prod_0017,Programmable intermediate emulation,Home,122.06,2025-11-27T12:18:12.616477,desktop,FR,,
58a9d244-55a2-4b5f-8a88-477bba609547,user_0057,89471fc0,page_view,prod_0030,Decentralized intangible flexibility,Sports,329.69,2025-11-28T07:51:19.616477,desktop,UK,,
95c23765-724f-4935-915b-2aabea80eb5b,user_0037,f7a23042,add_to_cart,prod_0046,Devolved full-range challenge,Clothing,451.05,2025-11-03T16:24:28.616477,tablet,FR,,
55552cdd-7a69-46d6-900d-15a1f3169cf7,user_0007,551b2556,add_to_cart,prod_0029,Innovative coherent installation,Home,100.9,2025-11-14T08:20:31.616477,mobile,DE,,
9d80686f-5ae8-4b19-9b09-27f55d552470,user_0024,36ff0879,page_view,prod_0042,Quality-focused solution-oriented framework,Sports,169.09,2025-11-06T00:33:56.616477,mobile,CA,,
e969c992-7c4e-44c5-bba6-0fd07eec4fe9,user_0025,6130d267,page_view,prod_0014,Realigned local encoding,Books,104.76,2025-11-04T10:17:44.616477,tablet,CA,,
ab0c4087-4454-434f-86ef-26ca15d065c9,user_0026,762bbb8e,add_to_cart,prod_0013,Business-focused 6thgeneration frame,Eletronics,115.86,2025-11-14T15:17:42.616477,desktop,DE,,
d68ca62f-0c88-4416-a483-3492083db6a4,user_0078,1a2616cc,add_to_cart,prod_0015,Right-sized non-volatile pricing structure,Books,272.79,2025-11-18T17:05:11.616477,desktop,DE,,
c4958af2-7d62-42db-ad52-f76fb13d6a01,user_0053,8fa7b95f,purchase,prod_0030,Decentralized intangible flexibility,Sports,329.69,2025-11-20T01:26:32.616477,desktop,BR,329.69,2.0
eb13607d-ab73-4c3a-97e3-631a50557d36,user_0027,dc4771a8,purchase,prod_0036,Reactive full-range definition,Books,470.36,2025-11-12T22:03:54.616477,desktop,CA,470.36,1.0
546286ae-5c6c-4610-884d-398f1e2e0020,user_0046,0ecc7f02,page_view,prod_0016,Upgradable executive concept,Eletronics,495.89,2025-11-21T11:41:50.616477,mobile,CA,,
caf17dd9-df7b-4de2-8032-b01792115d56,user_0012,89faae51,add_to_cart,prod_0034,Open-source well-modulated strategy,Sports,349.12,2025-11-22T08:26:21.616477,tablet,US,,
70ee3b3c-9900-47a7-9150-cc71f7e86420,user_0066,e87e1a66,page_view,prod_0040,Sharable impactful hierarchy,Clothing,341.65,2025-11-05T12:27:59.616477,desktop,BR,,
a79a41de-3007-4f08-9cce-ad4ee1ec8c3c,user_0053,a4598100,add_to_cart,prod_0009,Diverse analyzing support,Sports,39.33,2025-11-05T15:56:34.616477,tablet,CA,,
1206ab91-03c1-4e4c-aaa0-e092fb5db365,user_0027,7f969d97,page_view,prod_0021,Profound demand-driven open system,Home,13.2,2025-11-12T15:25:56.616477,desktop,UK,,
61094573-b398-4abb-9bdd-04d0ec1dec3b,user_0099,b9834cbc,add_to_cart,prod_0029,Innovative coherent installation,Home,100.9,2025-11-17T16:36:58.616477,desktop,BR,,
8518f029-3f4e-4d08-b5a4-88dda77ba8d2,user_0030,0da78e1e,add_to_cart,prod_0042,Quality-focused solution-oriented framework,Sports,169.09,2025-11-15T09:57:36.616477,mobile,DE,,
70687da8-5ae7-4d5b-af96-fb7d3a2b22ae,user_0011,2d5da463,add_to_cart,prod_0011,Operative dedicated system engine,Sports,20.63,2025-11-25T16:29:22.616477,desktop,US,,
795c0511-fb76-4153-95bb-b69667beec6e,user_0029,54e0910a,purchase,prod_0040,Sharable impactful hierarchy,Clothing,341.65,2025-11-04T14:15:49.616477,mobile,FR,341.65,1.0
1f3070cd-faa8-44d8-a1fa-809eced14ef6,user_0014,9e14d58a,page_view,prod_0044,Networked cohesive solution,Books,468.32,2025-11-09T23:25:16.616477,desktop,DE,,
cca10754-b682-4683-a35f-92e85371071d,user_0085,be9984e9,page_view,prod_0015,Right-sized non-volatile pricing structure,Books,272.79,2025-11-05T11:26:00.616477,mobile,DE,,
06c8d61e-4fac-4157-8698-8596bd056424,user_0045,5ff4291d,page_view,prod_0040,Sharable impactful hierarchy,Clothing,341.65,2025-11-25T05:34:30.616477,mobile,CA,,
ebc67835-c7e3-4fc0-ba51-bf74ddfe69ca,user_0074,055e2429,page_view,prod_0004,Synergistic didactic encoding,Clothing,178.54,2025-11-11T18:11:04.616477,desktop,CA,,
99d22027-6b53-418f-a091-26acca038d8c,user_0099,17004de3,purchase,prod_0049,Re-contextualized uniform alliance,Books,56.92,2025-11-03T17:04:22.616477,desktop,US,56.92,1.0
47831f92-cf99-4404-af8b-593391c26d39,user_0090,7e87e36c,add_to_cart,prod_0029,Innovative coherent installation,Home,100.9,2025-11-28T04:58:17.616477,mobile,BR,,
905d5ae0-e586-4b5f-b059-892764fd4397,user_0016,c86453c0,page_view,prod_0048,Quality-focused needs-based database,Clothing,293.96,2025-11-23T02:54:42.616477,desktop,US,,
fc790c9d-506c-4086-baed-ff55dd05b0bb,user_0051,bc51d66c,page_view,prod_0039,Multi-lateral 4thgeneration budgetary management,Clothing,222.71,2025-11-27T04:38:46.616477,mobile,CA,,
470c8480-18b8-41ed-9c35-6262ad163fcd,user_0075,2a6e7380,purchase,prod_0010,Managed disintermediate support,Eletronics,346.68,2025-11-07T08:18:50.616477,tablet,FR,346.68,1.0
190a858b-8436-415e-913c-a43adff625f8,user_0078,bb016a07,add_to_cart,prod_0018,Vision-oriented even-keeled core,Clothing,487.44,2025-11-17T12:33:29.616477,tablet,DE,,
e88e0bd6-d47a-4b89-8ec6-3ff129f85927,user_0040,0b7f50b3,add_to_cart,prod_0045,Reactive national ability,Eletronics,56.51,2025-11-14T14:42:42.616477,mobile,DE,,
953d9e59-e122-4211-8e54-89a194a40e31,user_0078,90118bc4,purchase,prod_0047,Universal client-server budgetary management,Eletronics,124.2,2025-12-01T14:07:27.616477,desktop,US,124.2,3.0
c783c876-15b1-4b1d-9d4e-2c4b456f0317,user_0082,6d835d99,page_view,prod_0017,Programmable intermediate emulation,Home,122.06,2025-11-26T06:12:15.616477,mobile,CA,,
beffb0ab-0d61-4f93-ae48-5264a2a16793,user_0081,851a03cc,page_view,prod_0007,Universal exuding installation,Home,94.1,2025-11-13T17:35:00.616477,mobile,BR,,
f0876037-42bb-4c9d-a302-51385629caf8,user_0077,9bb64651,page_view,prod_0004,Synergistic didactic encoding,Clothing,178.54,2025-11-12T01:21:28.616477,tablet,BR,,
ff4eb3b9-f054-4739-8651-ccf9b2c6c66e,user_0075,948bf087,page_view,prod_0040,Sharable impactful hierarchy,Clothing,341.65,2025-12-01T23:23:06.616477,mobile,DE,,
8112705e-6735-4ae6-b7c7-f5f15f6ab14c,user_0016,908ee92d,page_view,prod_0036,Reactive full-range definition,Books,470.36,2025-11-24T14:39:24.616477,mobile,DE,,
b0c457f5-7f5d-42a3-8a66-04be4963faf4,user_0079,a9403126,add_to_cart,prod_0001,Public-key 3rdgeneration superstructure,Sports,183.17,2025-11-04T03:12:48.616477,desktop,US,,
b8b14224-86c1-43f4-b24c-9942f70fade6,user_0023,e55cb34e,add_to_cart,prod_0003,Pre-emptive global knowledgebase,Books,443.66,2025-11-07T20:59:05.616477,mobile,CA,,
859ebf3f-ecd3-4879-ac2a-71ed958ad98a,user_0099,7bc39aeb,purchase,prod_0014,Realigned local encoding,Books,104.76,2025-11-30T23:52:36.616477,tablet,DE,104.76,3.0
ada503bf-0b3e-4879-bf34-4aca433c2f4c,user_0049,7648101b,page_view,prod_0023,Proactive composite attitude,Clothing,350.49,2025-11-13T12:12:31.616477,desktop,CA,,
363eae21-cdce-4ee2-9343-6e84cda5d7d6,user_0051,6613fe40,page_view,prod_0025,Front-line multimedia encoding,Eletronics,28.19,2025-11-04T13:41:01.616477,tablet,DE,,
394aa33e-2ec6-4a2a-92b3-fa9c71fb1f64,user_0082,31a023e5,add_to_cart,prod_0008,Self-enabling exuding open system,Clothing,129.38,2025-11-28T06:47:20.616477,tablet,UK,,
0950ba34-4804-4f55-afc8-a05d216d8abc,user_0030,78e9b39d,add_to_cart,prod_0041,Cross-platform grid-enabled matrix,Eletronics,415.31,2025-11-29T08:38:28.616477,mobile,DE,,
b8b964d0-ce33-4069-a1cf-5da4e4643203,user_0075,9473833f,add_to_cart,prod_0020,Sharable clear-thinking superstructure,Books,38.63,2025-11-24T12:12:23.616477,desktop,US,,
6b7a460b-fd77-4894-8f25-c60a0a4d0c79,user_0066,ad5ed92d,add_to_cart,prod_0047,Universal client-server budgetary management,Eletronics,124.2,2025-11-26T05:26:58.616477,tablet,CA,,
14da4ad7-58ec-439f-871a-c8278e0b0436,user_0041,1ebdeabd,page_view,prod_0022,Stand-alone bi-directional standardization,Sports,354.88,2025-11-26T19:30:43.616477,desktop,FR,,
6d5d00b2-68a1-4100-8834-74fb5906015b,user_0045,dbf5228f,add_to_cart,prod_0023,Proactive composite attitude,Clothing,350.49,2025-11-13T00:57:12.616477,desktop,CA,,
f18437ee-1497-42e9-8666-4557acca3bbf,user_0029,85d426b4,page_view,prod_0029,Innovative coherent installation,Home,100.9,2025-11-12T07:09:44.616477,mobile,CA,,
35a71a84-c25c-4b94-868d-d3984fed10f4,user_0088,6558bfe6,add_to_cart,prod_0031,Right-sized hybrid model,Eletronics,118.38,2025-11-14T14:53:59.616477,mobile,BR,,
bab1b356-d6c8-4842-bdcb-8518b4cbdf84,user_0066,09e1cc8f,page_view,prod_0007,Universal exuding installation,Home,94.1,2025-11-11T14:59:11.616477,mobile,CA,,
de541fab-3afb-4632-a741-a65d90020dbd,user_0056,7656b59d,page_view,prod_0020,Sharable clear-thinking superstructure,Books,38.63,2025-11-09T09:16:05.616477,tablet,DE,,
32ee90c9-a109-4e74-b1ab-886f2fae786e,user_0048,cbf1bd8b,page_view,prod_0048,Quality-focused needs-based database,Clothing,293.96,2025-12-01T03:21:40.616477,desktop,DE,,
08c47f64-6c5a-4c57-b256-6a1bc66c8fea,user_0092,ff14cc8c,purchase,prod_0013,Business-focused 6thgeneration frame,Eletronics,115.86,2025-11-08T19:04:45.616477,mobile,FR,115.86,3.0
04025c02-2f54-4679-bb51-43c312025660,user_0012,aff4ea95,page_view,prod_0005,Visionary web-enabled portal,Sports,148.77,2025-11-04T06:12:17.616477,tablet,DE,,
b25f6c59-673f-4594-9f47-809f96a38393,user_0021,6da28618,add_to_cart,prod_0000,Future-proofed grid-enabled website,Sports,50.79,2025-11-10T07:53:28.616477,desktop,CA,,
ad7f4f41-cb24-43c6-99a5-63e1490f4597,user_0093,28efb4e1,page_view,prod_0021,Profound demand-driven open system,Home,13.2,2025-11-26T00:07:11.616477,mobile,DE,,
7c05b518-1044-4c58-ae4a-de270fb6bc83,user_0031,295e3ac4,purchase,prod_0026,Quality-focused analyzing success,Sports,278.66,2025-11-29T14:37:48.616477,desktop,DE,278.66,2.0
e6037270-71e2-43ea-bca0-8e53ae92d8af,user_0094,20b81da5,purchase,prod_0021,Profound demand-driven open system,Home,13.2,2025-12-01T00:20:51.616477,tablet,CA,13.2,3.0
65fad6b9-fd47-439d-8d99-51c76811fd27,user_0013,97797bd8,purchase,prod_0045,Reactive national ability,Eletronics,56.51,2025-11-17T06:11:40.616477,mobile,FR,56.51,1.0
70169b95-a29e-48ad-898a-5ce9625aba39,user_0083,3460d069,page_view,prod_0022,Stand-alone bi-directional standardization,Sports,354.88,2025-11-18T07:15:49.616477,tablet,FR,,
153a938d-6a0e-4004-9da2-03648951b682,user_0093,974cf298,page_view,prod_0043,Open-source upward-trending access,Books,57.68,2025-11-14T04:34:01.616477,desktop,UK,,
afdd6be3-1eab-4d4f-a755-75603afc7af2,user_0059,0af9d937,add_to_cart,prod_0016,Upgradable executive concept,Eletronics,495.89,2025-11-15T14:45:02.616477,mobile,US,,
bfea7203-1b30-49b4-9e90-91b9f933b684,user_0084,2a642301,add_to_cart,prod_0048,Quality-focused needs-based database,Clothing,293.96,2025-11-16T19:51:40.616477,desktop,DE,,
f6226895-20bd-4c3c-a4f5-2633507eb77e,user_0067,8bf3132f,page_view,prod_0042,Quality-focused solution-oriented framework,Sports,169.09,2025-11-06T03:09:50.616477,tablet,CA,,
12ec2745-a1ec-43a9-b731-96cc0d7a2408,user_0006,021ddb71,page_view,prod_0043,Open-source upward-trending access,Books,57.68,2025-11-30T15:28:59.616477,tablet,FR,,
7cdcfe0c-0b12-442a-8b2f-3fa5501a0468,user_0065,8ad4ced9,page_view,prod_0028,Compatible explicit solution,Books,154.9,2025-11-10T06:40:37.616477,tablet,US,,
bf9035db-2ca2-43b8-8bac-73509af4efbe,user_0073,72e34b28,page_view,prod_0007,Universal exuding installation,Home,94.1,2025-11-26T22:32:24.616477,tablet,DE,,
c9002e60-4d82-4587-804f-5e531f193080,user_0040,2c0f94ab,page_view,prod_0044,Networked cohesive solution,Books,468.32,2025-11-20T10:42:39.616477,desktop,US,,
ac3fd8bc-d4b6-4dcb-8127-798b78a67561,user_0037,d10893cc,page_view,prod_0041,Cross-platform grid-enabled matrix,Eletronics,415.31,2025-12-02T20:17:42.616477,tablet,FR,,
07026a19-993b-4368-bb68-22fd85075553,user_0044,7cc3c37b,page_view,prod_0031,Right-sized hybrid model,Eletronics,118.38,2025-11-23T04:48:12.616477,mobile,US,,
48071e28-3f02-4ef8-a8ec-3b9e1071ae64,user_0077,b1b165b1,page_view,prod_0014,Realigned local encoding,Books,104.76,2025-11-06T19:27:36.616477,desktop,FR,,
4aab1ea0-1c19-414f-aba0-4c5c16b10a85,user_0019,d640cc99,add_to_cart,prod_0021,Profound demand-driven open system,Home,13.2,2025-11-02T22:54:46.616477,mobile,CA,,
17fad7fc-e95a-4bdf-a7ed-8ffc44494c4f,user_0006,7d83a612,page_view,prod_0009,Diverse analyzing support,Sports,39.33,2025-11-05T01:23:36.616477,mobile,DE,,
395fe8c4-72ce-42f3-b2b1-153528a72aee,user_0076,44522d41,page_view,prod_0026,Quality-focused analyzing success,Sports,278.66,2025-11-04T12:03:29.616477,tablet,DE,,
e249a3ec-0ae6-4353-b16e-3a7ec8b21e56,user_0081,05997288,add_to_cart,prod_0015,Right-sized non-volatile pricing structure,Books,272.79,2025-11-05T06:17:32.616477,tablet,FR,,
7c660e4d-b898-469b-9acd-7dc203cb0831,user_0039,871bb43e,page_view,prod_0038,Extended fresh-thinking focus group,Home,452.93,2025-11-22T14:13:01.616477,desktop,BR,,
8be208fd-9994-4f98-9da9-63ad5f6efcbb,user_0046,912a2a9d,page_view,prod_0042,Quality-focused solution-oriented framework,Sports,169.09,2025-11-12T06:31:26.616477,mobile,BR,,
fbd6b316-8bc6-4f77-a307-dbde9dfb60d1,user_0014,6d595c3c,add_to_cart,prod_0023,Proactive composite attitude,Clothing,350.49,2025-11-04T16:42:10.616477,desktop,FR,,
ffe23409-158a-4e85-84d6-7d420328c4bb,user_0082,d9caab76,add_to_cart,prod_0025,Front-line multimedia encoding,Eletronics,28.19,2025-11-23T20:49:39.616477,desktop,US,,
35b84fe5-0773-4263-a69f-9f69f4cddf38,user_0076,531f42f3,page_view,prod_0002,Business-focused analyzing utilization,Home,337.68,2025-11-18T01:36:38.616477,mobile,DE,,
a6dfad20-9185-475c-80ad-b9b118d1a6ba,user_0011,f46164ab,purchase,prod_0015,Right-sized non-volatile pricing structure,Books,272.79,2025-11-28T17:46:29.616477,tablet,DE,272.79,3.0
a0bf797c-4013-4ac0-8985-85595e5b6981,user_0003,b3f7ae73,page_view,prod_0038,Extended fresh-thinking focus group,Home,452.93,2025-11-11T15:24:45.616477,mobile,US,,
4aa8050d-9177-4372-ad06-5960314f6446,user_0073,4d71aea6,purchase,prod_0015,Right-sized non-volatile pricing structure,Books,272.79,2025-11-28T18:23:27.616477,tablet,FR,272.79,3.0
49d27be6-6c16-4f91-9a76-a9e6ab7a00b8,user_0034,038fabba,add_to_cart,prod_0023,Proactive composite attitude,Clothing,350.49,2025-11-24T05:30:45.616477,tablet,CA,,
9c51a436-95ed-4aca-934d-baea0700d76d,user_0009,ad5ef176,page_view,prod_0041,Cross-platform grid-enabled matrix,Eletronics,415.31,2025-11-09T15:58:31.616477,desktop,BR,,
08d10841-c896-4f39-8392-64105ade9146,user_0070,50be95f0,purchase,prod_0007,Universal exuding installation,Home,94.1,2025-11-19T00:15:02.616477,mobile,BR,94.1,1.0
25e21bca-0c2a-4be3-9925-1092b07cecc7,user_0025,78312fce,page_view,prod_0027,Public-key value-added Local Area Network,Eletronics,223.84,2025-11-30T00:16:12.616477,desktop,BR,,
c58858fb-1ed9-4de5-92ec-e35888d3e7d0,user_0093,5c675adb,page_view,prod_0033,Multi-layered local Graphic Interface,Clothing,14.57,2025-11-29T17:35:58.616477,tablet,BR,,
bedd4655-3c8c-4609-a477-d655b3ac0b34,user_0002,f78eed8f,purchase,prod_0049,Re-contextualized uniform alliance,Books,56.92,2025-11-22T19:42:11.616477,tablet,FR,56.92,3.0
7e7983e6-a3a0-4418-bf32-ce614d1792b4,user_0020,760f353f,add_to_cart,prod_0029,Innovative coherent installation,Home,100.9,2025-11-12T12:27:56.616477,mobile,FR,,
39b89165-c957-4b9f-9fb3-816b697a5ac7,user_0004,800c3a01,page_view,prod_0023,Proactive composite attitude,Clothing,350.49,2025-11-30T21:02:08.616477,tablet,UK,,
36cde4da-99a0-42a5-8528-19cf2a8f0e6d,user_0050,99df74ed,page_view,prod_0015,Right-sized non-volatile pricing structure,Books,272.79,2025-11-25T08:48:07.616477,tablet,US,,
571a9533-d6c9-42a0-b360-8a22879f5cb1,user_0007,a055fa50,add_to_cart,prod_0042,Quality-focused solution-oriented framework,Sports,169.09,2025-11-18T23:57:02.616477,mobile,BR,,
d7a01aa9-c79f-48c9-83b4-4853b268a013,user_0092,2e78d322,page_view,prod_0042,Quality-focused solution-oriented framework,Sports,169.09,2025-11-11T13:06:59.616477,tablet,CA,,
80e66483-89ae-4a39-afc5-6fcfebe3e40b,user_0016,cdf4a2be,add_to_cart,prod_0043,Open-source upward-trending access,Books,57.68,2025-11-20T03:24:30.616477,desktop,BR,,
8e131c8b-30b3-47e5-b667-525e55f1a6f2,user_0036,43f34edd,purchase,prod_0004,Synergistic didactic encoding,Clothing,178.54,2025-11-27T00:46:30.616477,desktop,UK,178.54,2.0
22b85271-e8e2-49b3-8b4a-082db4a062fe,user_0013,5af9bc63,purchase,prod_0030,Decentralized intangible flexibility,Sports,329.69,2025-11-24T19:44:08.616477,desktop,BR,329.69,1.0
4a2bfd37-1a0f-4f84-b254-31f559ab51a3,user_0071,c65ba041,add_to_cart,prod_0022,Stand-alone bi-directional standardization,Sports,354.88,2025-11-14T06:33:19.616477,mobile,CA,,
80396a04-5d9e-4c12-9a62-ba2151e128a1,user_0092,067fa407,add_to_cart,prod_0040,Sharable impactful hierarchy,Clothing,341.65,2025-11-04T01:26:44.616477,tablet,DE,,
52f6d44b-41dc-4b7c-a724-f475dd0f7cfc,user_0030,46d66e86,page_view,prod_0020,Sharable clear-thinking superstructure,Books,38.63,2025-11-21T19:58:55.616477,mobile,UK,,
bce93797-3a02-47eb-a67b-6c91b948da9f,user_0041,143ea005,page_view,prod_0036,Reactive full-range definition,Books,470.36,2025-11-26T08:15:22.616477,mobile,CA,,
f39a912f-6bbe-4474-826a-f35f4a248ff2,user_0069,ad093764,purchase,prod_0022,Stand-alone bi-directional standardization,Sports,354.88,2025-11-19T07:50:10.616477,tablet,DE,354.88,2.0
2adffde6-54c2-4795-bfce-2730692f833a,user_0091,d586c3cd,page_view,prod_0011,Operative dedicated system engine,Sports,20.63,2025-11-15T04:44:30.616477,tablet,DE,,
a47510a7-1dc0-4625-8562-73c59303108b,user_0070,e2885fad,page_view,prod_0038,Extended fresh-thinking focus group,Home,452.93,2025-11-17T06:58:48.616477,mobile,US,,
0558890a-6fd8-4246-acdf-aefa3decaa5b,user_0003,e0de3705,purchase,prod_0008,Self-enabling exuding open system,Clothing,129.38,2025-11-08T02:53:46.616477,desktop,UK,129.38,1.0
ec5e0d4a-254b-48ad-97a4-cd10599ca463,user_0058,38b7bcdf,purchase,prod_0030,Decentralized intangible flexibility,Sports,329.69,2025-11-12T19:17:09.616477,mobile,CA,329.69,2.0
5894dc3c-de54-415b-9575-220a845bba38,user_0068,f8f218a9,page_view,prod_0005,Visionary web-enabled portal,Sports,148.77,2025-11-21T18:34:05.616477,desktop,FR,,
9df99dbc-dc28-4fb4-8cdd-3e827a781318,user_0066,b56a8cad,add_to_cart,prod_0004,Synergistic didactic encoding,Clothing,178.54,2025-11-21T15:48:30.616477,tablet,BR,,
8ceb0bc1-4971-492a-bad4-21234d5aa3e3,user_0092,ebd8a3bc,add_to_cart,prod_0000,Future-proofed grid-enabled website,Sports,50.79,2025-11-08T22:39:04.616477,desktop,BR,,
b6db556a-7e6f-4f63-8601-e9f89600b02e,user_0012,2b941d3a,page_view,prod_0032,Sharable foreground time-frame,Clothing,132.26,2025-11-19T05:04:05.616477,mobile,FR,,
78b5121a-da27-4e8d-aef9-1c114cbd1f15,user_0025,658bf6ed,add_to_cart,prod_0002,Business-focused analyzing utilization,Home,337.68,2025-11-28T18:21:15.616477,tablet,DE,,
2fd65484-5b72-45e4-be62-7eecef1ddb5f,user_0049,b3ba426c,page_view,prod_0028,Compatible explicit solution,Books,154.9,2025-11-10T04:41:37.616477,tablet,UK,,
2dc83256-e1ca-4d9e-8a8c-3ffe1186174d,user_0073,1b255d42,page_view,prod_0030,Decentralized intangible flexibility,Sports,329.69,2025-11-14T17:22:06.616477,mobile,CA,,
718119f9-7c03-49ac-befc-6bb895f1dfc8,user_0068,9adab1c5,add_to_cart,prod_0008,Self-enabling exuding open system,Clothing,129.38,2025-11-05T02:52:55.616477,desktop,CA,,
